doi,title,container,year,authors,cited_by,issns,query_matched
10.1016/j.amc.2011.11.053,Reducing transformation and global optimization,Applied Mathematics and Computation,2012,"Guettal, Djaouida; Ziadi, Abdelkader",4,['0096-3003'],orbital mechanics optimization
10.1016/j.amc.2012.05.024,A mathematical framework for new fault detection schemes in nonlinear stochastic continuous-time dynamical systems,Applied Mathematics and Computation,2012,"Zufiria, Pedro J.",4,['0096-3003'],hitting time stochastic search
10.1016/j.amc.2012.08.055,A modified boundary integral equation for solving the exterior Robin problem for the Helmholtz equation in three dimensions,Applied Mathematics and Computation,2012,"Kleefeld, A.",4,['0096-3003'],vis-viva equation
10.1016/j.amc.2013.03.012,Global convergence of a general filter algorithm based on an efficiency condition of the step,Applied Mathematics and Computation,2013,"Periçaro, Gislaine A.; Ribeiro, Ademir A.; Karas, Elizabeth W.",4,['0096-3003'],global optimization convergence
10.1016/j.amc.2012.11.096,Edge covering problem under hybrid uncertain environments,Applied Mathematics and Computation,2013,"Ni, Yaodong",4,['0096-3003'],hybrid metaheuristic
10.1016/j.amc.2013.12.036,q-Gaussian swarm quantum particle intelligence on predicting global minimum of potential energy function,Applied Mathematics and Computation,2014,"Kamberaj, Hiqmet",4,['0096-3003'],swarm intelligence
10.1016/j.amc.2014.03.076,Infinite generation of soliton-like solutions for complex nonlinear evolution differential equations via the NLSE-based constructive method,Applied Mathematics and Computation,2014,"Dai, Chao-Qing; Wang, Yue-Yue",4,['0096-3003'],differential evolution
10.1016/j.amc.2014.01.074,Optimality conditions and optimization methods for quartic polynomial optimization,Applied Mathematics and Computation,2014,"Wu, Zhiyou; Tian, Jing; Quan, Jing",4,['0096-3003'],orbital mechanics optimization
10.1016/j.amc.2014.05.016,A multi-instance learning algorithm based on nonparallel classifier,Applied Mathematics and Computation,2014,"Qi, Zhiquan; Tian, Yingjie; Yu, Xiaodan",4,['0096-3003'],opposition-based learning
10.1016/j.amc.2013.11.013,Canonical primal–dual algorithm for solving fourth-order polynomial minimization problems,Applied Mathematics and Computation,2014,"Zhou, Xiaojun; Gao, David Yang; Yang, Chunhua",4,['0096-3003'],tidal force algorithm
10.1016/j.amc.2013.11.002,Ostroumov–Birikh solution of convection equations with nonlinear buoyancy force,Applied Mathematics and Computation,2014,"Andreev, Viktor K.; Stepanova, Irina V.",4,['0096-3003'],tidal force algorithm
10.1016/j.amc.2014.11.035,Optimization of economic lot scheduling problem with backordering and shelf-life considerations using calibrated metaheuristic algorithms,Applied Mathematics and Computation,2015,"Mohammadi, Maryam; Musa, Siti Nurmaya; Bahreininejad, Ardeshir",4,['0096-3003'],physics-inspired metaheuristic
10.1016/j.amc.2015.04.029,Metadomotic optimization using genetic algorithms,Applied Mathematics and Computation,2015,"Merino, S.; Martínez, J.; Guzmán, F.",4,['0096-3003'],astronomy inspired optimization
10.1016/j.amc.2015.01.069,On parameter derivatives of a family of polynomials in two variables,Applied Mathematics and Computation,2015,"Aktaş, Rabia",4,['0096-3003'],parameter adaptation metaheuristic
10.1016/j.amc.2015.01.077,The existence and asymptotic behaviour of energy solutions to stochastic age-dependent population equations driven by Levy processes,Applied Mathematics and Computation,2015,"Ma, Weijun; Ding, Baocang; Zhang, Qimin",4,['0096-3003'],Levy flight optimization
10.1016/j.amc.2016.05.033,Improving the stochastic direct simulation method with applications to evolution partial differential equations,Applied Mathematics and Computation,2016,"Guiaş, Flavius; Eremeev, Pavel",4,['0096-3003'],differential evolution
10.1016/j.amc.2015.10.060,Local convergence of a trust-region algorithm with line search filter technique for nonlinear constrained optimization,Applied Mathematics and Computation,2016,"Pei, Yonggang; Zhu, Detong",4,['0096-3003'],global optimization convergence
10.1016/j.amc.2018.01.054,Ergodicity and bifurcations for stochastic logistic equation with non-Gaussian Lévy noise,Applied Mathematics and Computation,2018,"Huang, Zaitang; Cao, Junfei",4,['0096-3003'],ergodicity stochastic optimization
10.1016/j.amc.2019.02.063,Volatility swaps valuation under stochastic volatility with jumps and stochastic intensity,Applied Mathematics and Computation,2019,"Yang, Ben-Zhang; Yue, Jia; Wang, Ming-Hui",4,['0096-3003'],ergodicity stochastic optimization
10.1016/j.amc.2020.125309,Strategic behavior and social optimization in a clearing queueing system with N-policy and stochastic restarting scheme,Applied Mathematics and Computation,2020,"Bu, Qihui; Sun, Yun; Chai, Xudong",4,['0096-3003'],ergodicity stochastic optimization
10.1016/j.amc.2020.125815,Honey formation optimization framework for design problems,Applied Mathematics and Computation,2021,"Yetgin, Zeki; Abaci, Hüseyin",4,['0096-3003'],orbital mechanics optimization
10.1016/j.amc.2020.125783,Optimization based model order reduction for stochastic systems,Applied Mathematics and Computation,2021,"Redmann, Martin; Freitag, Melina A.",4,['0096-3003'],ergodicity stochastic optimization
10.1016/j.amc.2021.126009,On a boundary value problem for the heat equation and a singular integral equation associated with it,Applied Mathematics and Computation,2021,"Amangaliyeva, Meiramkul; Jenaliyev, Muvasharkhan; Iskakov, Sagyndyk",4,['0096-3003'],vis-viva equation
10.1016/j.amc.2022.127053,On the dynamics of fractional q-deformation chaotic map,Applied Mathematics and Computation,2022,"Ran, Jie; Li, Yu-Qin; Xiong, Yi-Bin",4,['0096-3003'],chaotic map metaheuristic
10.1016/j.amc.2022.127734,Prioritized experience replay based reinforcement learning for adaptive tracking control of autonomous underwater vehicle,Applied Mathematics and Computation,2023,"Li, Ting; Yang, Dongsheng; Xie, Xiangpeng",4,['0096-3003'],opposition-based learning
10.1016/j.amc.2024.128800,Lagrange stability and passivity in the mean square sense of discrete-time stochastic Markovian switched neural networks with time-varying mixed delays,Applied Mathematics and Computation,2024,"Yang, Liu; Ma, Weijun; Wang, Xin",4,['0096-3003'],hitting time stochastic search
10.1016/0096-3003(76)90006-0,On the optimization of constrained functions: comparison of sequential gradient-restoration algorithm and gradient-projection algorithm,Applied Mathematics and Computation,1976,"Levy, A.V.; Guerra, V.",3,['0096-3003'],tidal force algorithm
10.1016/0096-3003(80)90003-x,Numerical experiments on the Helmholtz equation derived from the solar radiation transfer equation in three-dimensional space,Applied Mathematics and Computation,1980,"Ou, Szu-Cheng S.; Liou, Kuo-Nan",3,['0096-3003'],vis-viva equation
10.1016/0096-3003(87)90083-x,Differential inequalities for delay differential equations with piecewise constant argument,Applied Mathematics and Computation,1987,"Aftabizadeh, A.R.; Wiener, Joseph",3,['0096-3003'],differential evolution
10.1016/0096-3003(89)90047-7,A parallel global optimization algorithm for rational separable-factorable functions,Applied Mathematics and Computation,1989,"Ge, Renpu",3,['0096-3003'],metaheuristic optimization algorithm
10.1016/0096-3003(93)90023-8,Learning processes based on incomplete identification and information generation,Applied Mathematics and Computation,1993,"Gunji, Yukio-Pegio; Shinohara, Shuji; Konno, Norio",3,['0096-3003'],opposition-based learning
10.1016/0096-3003(94)90113-9,Reconstruction of chaotic orbits under finite resolution,Applied Mathematics and Computation,1994,"Fridrich, Jiří; Geer, James F.",3,['0096-3003'],chaotic map metaheuristic
10.1016/0096-3003(95)00284-7,Differential and difference inequalities generated by mixed problems for hyperbolic functional differential equations with impulses,Applied Mathematics and Computation,1996,"Kamont, Z.; Turo, J.; Zubik-Kowal, B.",3,['0096-3003'],differential evolution
10.1016/s0096-3003(96)00172-5,Parallel hybrid iteration methods for block bordered linear systems,Applied Mathematics and Computation,1997,"Bai, Zhong-Zhi",3,['0096-3003'],hybrid metaheuristic
10.1016/s0096-3003(97)10143-6,A genetic algorithm for circulant Euclidean distance matrices,Applied Mathematics and Computation,1998,"Rivera-Gallego, Wilson",3,['0096-3003'],genetic algorithm optimization
10.1016/s0096-3003(03)00525-3,The impelling function method applied to global optimization,Applied Mathematics and Computation,2004,"Liu, Xian",3,['0096-3003'],astronomy inspired optimization
10.1016/s0096-3003(03)00718-5,Estimations of parameters in a three state reliability semi-Markov model,Applied Mathematics and Computation,2004,"El-Gohary, A.",3,['0096-3003'],Markov chain optimization
10.1016/s0096-3003(03)00690-8,Bayesian estimations of parameters in a three state reliability semi-Markov models,Applied Mathematics and Computation,2004,"El-Gohary, A.",3,['0096-3003'],Markov chain optimization
10.1016/j.amc.2003.10.030,New design of recursive Wiener fixed-lag smoother in linear discrete-time stochastic systems,Applied Mathematics and Computation,2004,"Nakamori, Seiichi",3,['0096-3003'],hitting time stochastic search
10.1016/j.amc.2004.06.018,Convergence of discrete approximations to optimization problems of neutral functional–differential inclusions,Applied Mathematics and Computation,2005,"Wang, Lianwen",3,['0096-3003'],global optimization convergence
10.1016/j.amc.2006.05.052,A fast deblurring algorithm,Applied Mathematics and Computation,2006,"Firsov, D.; Lui, S.H.",3,['0096-3003'],tidal force algorithm
10.1016/j.amc.2006.05.126,On globally convergent multi-objective optimization,Applied Mathematics and Computation,2006,"Ashry, G.A.",3,['0096-3003'],orbital mechanics optimization
10.1016/j.amc.2005.07.045,On different aspects of portfolio optimization,Applied Mathematics and Computation,2006,"Ahmed, E.; Hegazi, A.S.",3,['0096-3003'],whale optimization
10.1016/j.amc.2005.09.070,How much can analog and hybrid systems be proved (super-)Turing,Applied Mathematics and Computation,2006,"Bournez, Olivier",3,['0096-3003'],hybrid metaheuristic
10.1016/j.amc.2007.12.004,An efficient search algorithm for road network optimization,Applied Mathematics and Computation,2008,"Chiou, Suh-Wen",3,['0096-3003'],gravitational search
10.1016/j.amc.2007.05.022,A new hybrid iteration method for solving algebraic equations,Applied Mathematics and Computation,2008,"Ide, Nasr-Al-Din",3,['0096-3003'],hybrid metaheuristic
10.1016/j.amc.2007.08.020,A new algorithm of the recurrent power series method for the non-gravitational motion of comets,Applied Mathematics and Computation,2008,"Saad, A.S.; Banaszkiewicz, M.; Sitarski, G.",3,['0096-3003'],gravitational search
10.1016/j.amc.2007.08.071,Non-travelling wave solutions of two (2+1)-dimensional nonlinear mathematical physics equations,Applied Mathematics and Computation,2008,"Chen, Lanxin; Zhang, Junxian",3,['0096-3003'],physics-inspired metaheuristic
10.1016/j.amc.2009.01.082,The Cavalcante–Tenenblat equation – Does the equation admits physical significance?,Applied Mathematics and Computation,2009,"Huber, Alfred",3,['0096-3003'],vis-viva equation
10.1016/j.amc.2010.06.050,A fast algorithm for solving a Toeplitz system,Applied Mathematics and Computation,2010,"Xu, Xiangjian",3,['0096-3003'],tidal force algorithm
10.1016/j.amc.2010.09.052,Discrete time waveform relaxation method for stochastic delay differential equations,Applied Mathematics and Computation,2010,"Fan, Zhencheng",3,['0096-3003'],hitting time stochastic search
10.1016/j.amc.2009.10.046,A simple direct method to find equivalence transformations of a generalized nonlinear Schrödinger equation and a generalized KdV equation,Applied Mathematics and Computation,2010,"Tian, Ying-hui; Chen, Han-lin; Liu, Xi-qiang",3,['0096-3003'],vis-viva equation
10.1016/j.amc.2010.11.005,Convergence of rank-type equations,Applied Mathematics and Computation,2011,"Sauer, Timothy",3,['0096-3003'],convergence proof metaheuristic
10.1016/j.amc.2011.03.083,On infinite matrices and lacunary σ-convergence,Applied Mathematics and Computation,2011,"Savaş, Ekrem",3,['0096-3003'],convergence proof metaheuristic
10.1016/j.amc.2011.11.089,Another proof of Pell identities by using the determinant of tridiagonal matrix,Applied Mathematics and Computation,2012,"Yaşar, Meral; Bozkurt, Durmuş",3,['0096-3003'],convergence proof metaheuristic
10.1016/j.amc.2012.07.023,Reflected backward doubly stochastic differential equations driven by a Lévy process with stochastic Lipschitz condition,Applied Mathematics and Computation,2012,"Hu, Lanying",3,['0096-3003'],ergodicity stochastic optimization
10.1016/j.amc.2012.07.041,Preface to the Special Issue on Physics and Computation “Towards a Computational Interpretation of Physical Theories”,Applied Mathematics and Computation,2012,"Calude, Cristian S.; Costa, José Félix; Guerra, Hélia",3,['0096-3003'],physics-inspired metaheuristic
10.1016/j.amc.2012.03.106,A note on using the Differential Transformation Method for the Integro-Differential Equations,Applied Mathematics and Computation,2013,"Shiri, B.",3,['0096-3003'],differential evolution
10.1016/j.amc.2013.04.051,A Markov-type inequality for seminormed fuzzy integrals,Applied Mathematics and Computation,2013,"Caballero, J.; Sadarangani, K.",3,['0096-3003'],Markov chain optimization
10.1016/j.amc.2013.06.006,On the performance of a hybrid genetic algorithm in dynamic environments,Applied Mathematics and Computation,2013,"Yuan, Quan; Yang, Zhixin",3,['0096-3003'],hybrid metaheuristic
10.1016/j.amc.2013.11.059,Matrix representations of fourth order boundary value problems with periodic boundary conditions,Applied Mathematics and Computation,2014,"Ge, Suqin; Wang, Wanyi; Ao, Jijun",3,['0096-3003'],nature-inspired algorithm
10.1016/j.amc.2014.06.089,Global descent method for constrained continuous global optimization,Applied Mathematics and Computation,2014,"Ketfi-cherif, Amine; Ziadi, Abdelkader",3,['0096-3003'],global optimization convergence
10.1016/j.amc.2014.09.112,A Polak–Ribière–Polyak method for solving large-scale nonlinear systems of equations and its global convergence,Applied Mathematics and Computation,2014,"Li, Min",3,['0096-3003'],global optimization convergence
